date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:02	1526/1526	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ebe-5f6%22	https://cdnjs.cloudflare.com/ajax/libs/jarallax/1.9.0/jarallax-element.min.js	C:/Mes%20Sites%20Web/mathis2/cdnjs.cloudflare.com/ajax/libs/jarallax/1.9.0/jarallax-element.min.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:02	12572/12572	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ebe-311c%22	https://cdnjs.cloudflare.com/ajax/libs/jarallax/1.9.0/jarallax-video.min.js	C:/Mes%20Sites%20Web/mathis2/cdnjs.cloudflare.com/ajax/libs/jarallax/1.9.0/jarallax-video.min.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:02	19236/19236	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-4b24%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.3/umd/popper.min.js	C:/Mes%20Sites%20Web/mathis2/cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.3/umd/popper.min.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:03	50564/50564	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:03%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0-beta.2/js/bootstrap.min.js	C:/Mes%20Sites%20Web/mathis2/maxcdn.bootstrapcdn.com/bootstrap/4.0.0-beta.2/js/bootstrap.min.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:03	33379/33379	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d8e-8263%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-select/1.12.4/js/bootstrap-select.min.js	C:/Mes%20Sites%20Web/mathis2/cdnjs.cloudflare.com/ajax/libs/bootstrap-select/1.12.4/js/bootstrap-select.min.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:04	541175/541175	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d8b-841f7%22	https://cdnjs.cloudflare.com/ajax/libs/bodymovin/4.11.1/bodymovin.js	C:/Mes%20Sites%20Web/mathis2/cdnjs.cloudflare.com/ajax/libs/bodymovin/4.11.1/bodymovin.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:05	14221/14221	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf2-378d%22	https://cdnjs.cloudflare.com/ajax/libs/Sharrre/1.3.5/jquery.sharrre.min.js	C:/Mes%20Sites%20Web/mathis2/cdnjs.cloudflare.com/ajax/libs/Sharrre/1.3.5/jquery.sharrre.min.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:05	14420/14420	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d2a-3854%22	https://cdnjs.cloudflare.com/ajax/libs/animejs/2.2.0/anime.min.js	C:/Mes%20Sites%20Web/mathis2/cdnjs.cloudflare.com/ajax/libs/animejs/2.2.0/anime.min.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:05	8807/8807	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fcb-2267%22	https://cdnjs.cloudflare.com/ajax/libs/scrollmonitor/1.2.0/scrollMonitor.js	C:/Mes%20Sites%20Web/mathis2/cdnjs.cloudflare.com/ajax/libs/scrollmonitor/1.2.0/scrollMonitor.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:06	571/571	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ecf-23b%22	https://cdnjs.cloudflare.com/ajax/libs/jvectormap/2.0.4/jquery-jvectormap.min.js	C:/Mes%20Sites%20Web/mathis2/cdnjs.cloudflare.com/ajax/libs/jvectormap/2.0.4/jquery-jvectormap.min.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:06	594/594	---M-Z	200	added ('OK')	application/javascript	etag:%22252-5cb9f5629c27f-gzip%22	https://www.sun-immobilier.fr/js/build_1d387ff8db7e92faee6ef7ca1afb95bd.js	C:/Mes%20Sites%20Web/mathis2/www.sun-immobilier.fr/js/build_1d387ff8db7e92faee6ef7ca1afb95bd.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:07	21498/21498	---M-Z	200	added ('OK')	application/javascript	etag:%2253fa-5cb9f50a3d511-gzip%22	https://www.sun-immobilier.fr/js/build_82876cba56a65b89242ec428be2a89e2.js	C:/Mes%20Sites%20Web/mathis2/www.sun-immobilier.fr/js/build_82876cba56a65b89242ec428be2a89e2.js	(from https://www.sun-immobilier.fr/a-louer/)
19:20:08	98342/98342	---M-Z	200	added ('OK')	application/javascript	etag:%2218026-5cb9f50a41235-gzip%22	https://www.sun-immobilier.fr/js/build_1de216c6d257b1ba0ec75fd7595e44d5.js	C:/Mes%20Sites%20Web/mathis2/www.sun-immobilier.fr/js/build_1de216c6d257b1ba0ec75fd7595e44d5.js	(from https://www.sun-immobilier.fr/a-louer/)
